Sample	MACS2_mqc-generalstats-macs2-d	MACS2_mqc-generalstats-macs2-peak_count	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences	Bowtie 2 / HiSAT2_mqc-generalstats-bowtie_2_hisat2-overall_alignment_rate	Samtools_mqc-generalstats-samtools-flagstat_total	Samtools_mqc-generalstats-samtools-mapped_passed
DS00076	200.0	889									
GSM3043053_1			5.6540377198573	51.12475532195606	50.0	38.0	36.36363636363637	14069811.0			
GSM3043053_2			2.5784547534171978	48.451136113027474	52.0	38.0	27.27272727272727	14069811.0			
GSM3043053_cutadapt_1				46.79613964096775	50.0	37.52499120825572	18.181818181818183	13330688.0			
GSM3043053_cutadapt_2				43.9230753462839	50.0	37.447057721251895	18.181818181818183	13330688.0			
GSM3043053_cutadapt_bowtie2				41.235780573578865	50.0	37.486024464753804	18.181818181818183	26661376.0	98.15		
GSM3043053_cutadapt_bowtie2_bam_stats										26661376	26167055
GSM3043054_1			4.402347780366013	44.301370529268155	49.0	38.0	27.27272727272727	10147421.0			
GSM3043054_2			2.3977339453516007	41.981584751386	52.0	38.0	18.181818181818183	10147421.0			
GSM3043054_cutadapt_1				40.68689319698847	50.0	37.521824799672316	18.181818181818183	9738669.0			
GSM3043054_cutadapt_2				38.07175490829097	50.0	37.432157207519836	18.181818181818183	9738669.0			
GSM3043054_cutadapt_bowtie2				33.508319721950855	50.0	37.476991003596076	18.181818181818183	19477338.0	98.14		
GSM3043054_cutadapt_bowtie2_bam_stats										19477338	19114431
GSM3043089_1			2.047051510481267	37.046620640144965	50.0	38.0	9.090909090909092	8836828.0			
GSM3043089_2			2.1360114499765848	35.37534732559203	51.0	38.0	18.181818181818183	8836828.0			
GSM3043089_cutadapt_1				34.8381250762983	50.0	37.533483577020284	18.181818181818183	8695651.0			
GSM3043089_cutadapt_2				33.22209832389245	51.0	37.471760423687655	9.090909090909092	8695651.0			
GSM3043089_cutadapt_bowtie2				34.79038849678399	50.0	37.50262200035397	9.090909090909092	17391302.0	98.45		
GSM3043089_cutadapt_bowtie2_bam_stats										17391302	17121309
GSM3043090_1			2.0636460003942334	44.166825969503165	50.0	38.0	9.090909090909092	12149354.0			
GSM3043090_2			2.183806385269971	41.95020862264005	51.0	38.0	18.181818181818183	12149354.0			
GSM3043090_cutadapt_1				41.77535359503521	50.0	37.530028936837006	18.181818181818183	11946710.0			
GSM3043090_cutadapt_2				39.64442799108524	51.0	37.46220156009479	18.181818181818183	11946710.0			
GSM3043090_cutadapt_bowtie2				41.37636821155334	51.0	37.4961152484659	18.181818181818183	23893420.0	97.21		
GSM3043090_cutadapt_bowtie2_bam_stats										23893420	23226394
