Sample	MACS2_mqc-generalstats-macs2-d	MACS2_mqc-generalstats-macs2-peak_count	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences	Bowtie 2 / HiSAT2_mqc-generalstats-bowtie_2_hisat2-overall_alignment_rate	Samtools_mqc-generalstats-samtools-flagstat_total	Samtools_mqc-generalstats-samtools-mapped_passed
DS00074	200.0	305									
GSM3043067_1			11.32472661221347	41.97629341298433	51.0	38.0	18.181818181818183	9678242.0			
GSM3043067_2			3.0401665475576625	37.62766302051986	53.0	37.0	18.181818181818183	9678242.0			
GSM3043067_cutadapt_1				34.307195080946556	51.0	37.51308680481245	18.181818181818183	8648979.0			
GSM3043067_cutadapt_2				31.175864791454273	51.0	36.465256303663125	18.181818181818183	8648979.0			
GSM3043067_cutadapt_bowtie2				22.801908469967174	51.0	36.98917155423779	18.181818181818183	17297958.0	95.15		
GSM3043067_cutadapt_bowtie2_bam_stats										17297958	16459388
GSM3043068_1			3.2514644670312722	38.82523993984013	51.0	38.0	18.181818181818183	9795633.0			
GSM3043068_2			1.790164790503819	35.92912599670338	51.0	37.0	9.090909090909092	9795633.0			
GSM3043068_cutadapt_1				36.35603758583882	51.0	37.534729075543254	18.181818181818183	9570583.0			
GSM3043068_cutadapt_2				33.627666673074515	51.0	36.5000223079409	18.181818181818183	9570583.0			
GSM3043068_cutadapt_bowtie2				24.534035126322678	51.0	37.01737569174208	18.181818181818183	19141166.0	96.6		
GSM3043068_cutadapt_bowtie2_bam_stats										19141166	18489493
GSM3043103_1			9.999215610649994	40.64147752591688	51.0	38.0	27.27272727272727	9120068.0			
GSM3043103_2			2.7588189272510046	36.306776357109726	52.0	37.0	18.181818181818183	9120068.0			
GSM3043103_cutadapt_1				33.650209876648546	51.0	37.53644696116813	18.181818181818183	8274956.0			
GSM3043103_cutadapt_2				30.491238444991936	51.0	36.48820356265338	18.181818181818183	8274956.0			
GSM3043103_cutadapt_bowtie2				22.510859385216563	51.0	37.01232526191076	18.181818181818183	16549912.0	97.51		
GSM3043103_cutadapt_bowtie2_bam_stats										16549912	16137832
GSM3043104_1			10.462503915319344	37.96515072079312	50.0	38.0	18.181818181818183	7905351.0			
GSM3043104_2			2.8515611630516964	33.84841503326264	52.0	37.0	18.181818181818183	7905351.0			
GSM3043104_cutadapt_1				30.46074265228681	51.0	37.530220760164866	18.181818181818183	7134847.0			
GSM3043104_cutadapt_2				27.58813546553742	51.0	36.47909422584675	18.181818181818183	7134847.0			
GSM3043104_cutadapt_bowtie2				19.88165751684565	51.0	37.00465749300581	18.181818181818183	14269694.0	97.36		
GSM3043104_cutadapt_bowtie2_bam_stats										14269694	13892467
