Sample	MACS2_mqc-generalstats-macs2-d	MACS2_mqc-generalstats-macs2-peak_count	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences	Bowtie 2 / HiSAT2_mqc-generalstats-bowtie_2_hisat2-overall_alignment_rate	Samtools_mqc-generalstats-samtools-flagstat_total	Samtools_mqc-generalstats-samtools-mapped_passed
DS00073	200.0	544									
GSM3043065_1			2.1165653361822914	57.60967096177237	50.0	38.0	18.181818181818183	19782819.0			
GSM3043065_2			2.1831260166766557	54.69915492066552	51.0	38.0	27.27272727272727	19782819.0			
GSM3043065_cutadapt_1				54.87604775881243	50.0	37.528476061204344	27.27272727272727	19449600.0			
GSM3043065_cutadapt_2				51.948345118781106	51.0	37.46122367555117	18.181818181818183	19449600.0			
GSM3043065_cutadapt_bowtie2				49.494365328415256	50.0	37.494849868377756	9.090909090909092	38899200.0	98.55		
GSM3043065_cutadapt_bowtie2_bam_stats										38899200	38333978
GSM3043066_1			4.693270159871778	50.727743177112686	50.0	38.0	36.36363636363637	14710552.0			
GSM3043066_2			2.5452651445817867	48.24323599623091	52.0	38.0	18.181818181818183	14710552.0			
GSM3043066_cutadapt_1				46.82573980461223	50.0	37.52410238082635	18.181818181818183	14074315.0			
GSM3043066_cutadapt_2				44.17084034931739	51.0	37.44862765967651	9.090909090909092	14074315.0			
GSM3043066_cutadapt_bowtie2				43.57542188433497	51.0	37.48636502025143	9.090909090909092	28148630.0	98.14		
GSM3043066_cutadapt_bowtie2_bam_stats										28148630	27626181
GSM3043101_1			2.266081593712953	45.48494928245128	50.0	38.0	18.181818181818183	12638208.0			
GSM3043101_2			2.181255901902681	43.235321585089345	51.0	38.0	18.181818181818183	12638208.0			
GSM3043101_cutadapt_1				42.867322678883966	50.0	37.53155906705205	18.181818181818183	12409524.0			
GSM3043101_cutadapt_2				40.6854901478492	51.0	37.46764702659022	9.090909090909092	12409524.0			
GSM3043101_cutadapt_bowtie2				42.32577452151132	51.0	37.499603046821136	9.090909090909092	24819048.0	98.33		
GSM3043101_cutadapt_bowtie2_bam_stats										24819048	24404808
GSM3043102_1			4.757880647844134	37.661525347055345	50.0	38.0	27.27272727272727	8774297.0			
GSM3043102_2			2.6977932789013424	35.779429609714384	52.0	38.0	18.181818181818183	8774297.0			
GSM3043102_cutadapt_1				33.681265205332636	51.0	37.52638643072768	18.181818181818183	8391548.0			
GSM3043102_cutadapt_2				31.94039401498472	51.0	37.46257710734658	9.090909090909092	8391548.0			
GSM3043102_cutadapt_bowtie2				33.997056168413096	51.0	37.49448176903713	9.090909090909092	16783096.0	97.97		
GSM3043102_cutadapt_bowtie2_bam_stats										16783096	16442539
