Sample	MACS2_mqc-generalstats-macs2-d	MACS2_mqc-generalstats-macs2-treatment_redundant_rate	MACS2_mqc-generalstats-macs2-control_redundant_rate	MACS2_mqc-generalstats-macs2-peak_count	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences	Bowtie 2 / HiSAT2_mqc-generalstats-bowtie_2_hisat2-overall_alignment_rate	Samtools_mqc-generalstats-samtools-flagstat_total	Samtools_mqc-generalstats-samtools-mapped_passed
DS00072	200.0	0.48	0.51	205									
GSM3043063_1					4.192334090409656	27.788397947173465	53.0	38.0	18.181818181818183	7205999.0			
GSM3043063_2					3.2471135920636813	25.199408330547186	53.0	37.0	9.090909090909092	7205999.0			
GSM3043063_cutadapt_1						24.364976498627925	53.0	37.5413983103928	18.181818181818183	6952977.0			
GSM3043063_cutadapt_2						23.1041912885576	53.0	36.49514459777445	18.181818181818183	6952977.0			
GSM3043063_cutadapt_bowtie2						16.065358568413302	53.0	37.018271454083624	18.181818181818183	13905954.0	79.99		
GSM3043063_cutadapt_bowtie2_bam_stats												13905954	11123311
GSM3043064_1					8.210251248831003	32.87249700368265	52.0	38.0	18.181818181818183	7014560.0			
GSM3043064_2					5.047187564152278	28.60280900680621	52.0	37.0	9.090909090909092	7014560.0			
GSM3043064_cutadapt_1						26.43075569128611	52.0	37.51344711924158	18.181818181818183	6480533.0			
GSM3043064_cutadapt_2						24.911968873760856	52.0	36.46644820726937	18.181818181818183	6480533.0			
GSM3043064_cutadapt_bowtie2						15.10377137712004	52.0	36.98994766325548	18.181818181818183	12961066.0	83.34		
GSM3043064_cutadapt_bowtie2_bam_stats												12961066	10801181
GSM3043099_1					7.032605302304386	35.18924451334165	51.0	38.0	27.27272727272727	7488740.0			
GSM3043099_2					4.6986394492517025	30.202292189249775	51.0	37.0	9.090909090909092	7488740.0			
GSM3043099_cutadapt_1						29.472437993463956	51.0	37.53966778058577	18.181818181818183	6992728.0			
GSM3043099_cutadapt_2						26.878494593633633	51.0	36.476757425714254	18.181818181818183	6992728.0			
GSM3043099_cutadapt_bowtie2						20.484578573855572	51.0	37.008212603150014	18.181818181818183	13985456.0	98.42		
GSM3043099_cutadapt_bowtie2_bam_stats												13985456	13765037
GSM3043100_1					7.246575988178834	36.48195866079147	51.0	38.0	27.27272727272727	7790273.0			
GSM3043100_2					4.976199338758905	31.21670625154003	51.0	37.0	9.090909090909092	7790273.0			
GSM3043100_cutadapt_1						30.56244160376326	51.0	37.5429040044161	18.181818181818183	7240781.0			
GSM3043100_cutadapt_2						28.07902089996618	51.0	36.47544304958264	18.181818181818183	7240781.0			
GSM3043100_cutadapt_bowtie2						21.203008229098458	51.0	37.00917352699937	18.181818181818183	14481562.0	98.37		
GSM3043100_cutadapt_bowtie2_bam_stats												14481562	14245842
