Sample	MACS2_mqc-generalstats-macs2-d	MACS2_mqc-generalstats-macs2-peak_count	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences	Bowtie 2 / HiSAT2_mqc-generalstats-bowtie_2_hisat2-overall_alignment_rate	Samtools_mqc-generalstats-samtools-flagstat_total	Samtools_mqc-generalstats-samtools-mapped_passed
DS00071	200.0	993									
GSM3043061_1			6.757055838945217	46.125544265674556	50.0	38.0	27.27272727272727	12718617.0			
GSM3043061_2			2.303163894270852	41.78846404770814	51.0	37.0	18.181818181818183	12718617.0			
GSM3043061_cutadapt_1				41.515005162804684	50.0	37.53026061303673	18.181818181818183	11963753.0			
GSM3043061_cutadapt_2				37.609084452404694	51.0	36.48116682114718	18.181818181818183	11963753.0			
GSM3043061_cutadapt_bowtie2				26.933887898948242	51.0	37.00571371709195	18.181818181818183	23927506.0	95.27		
GSM3043061_cutadapt_bowtie2_bam_stats										23927506	22795523
GSM3043062_1			6.392804652737947	50.07856289963886	50.0	38.0	27.27272727272727	14707709.0			
GSM3043062_2			2.2455633227372047	45.882499415573875	51.0	37.0	18.181818181818183	14707709.0			
GSM3043062_cutadapt_1				45.90659080984013	50.0	37.54317763812533	18.181818181818183	13885741.0			
GSM3043062_cutadapt_2				42.21259409238151	50.0	36.49530939688419	18.181818181818183	13885741.0			
GSM3043062_cutadapt_bowtie2				30.932591234950678	50.0	37.019243517504755	18.181818181818183	27771482.0	96.59		
GSM3043062_cutadapt_bowtie2_bam_stats										27771482	26824093
GSM3043097_1			10.09142354535648	41.35010931282077	50.0	38.0	18.181818181818183	9316712.0			
GSM3043097_2			2.7094261627109697	37.16977002307159	52.0	37.0	18.181818181818183	9316712.0			
GSM3043097_cutadapt_1				34.24795167910453	51.0	37.51802512493464	18.181818181818183	8448818.0			
GSM3043097_cutadapt_2				31.288457947974607	51.0	36.48096609490227	18.181818181818183	8448818.0			
GSM3043097_cutadapt_bowtie2				22.50333444577292	51.0	36.999495609918455	18.181818181818183	16897636.0	97.5		
GSM3043097_cutadapt_bowtie2_bam_stats										16897636	16475857
GSM3043098_1			14.120419081743623	45.05480338641233	51.0	38.0	18.181818181818183	10107974.0			
GSM3043098_2			3.253834881092727	40.563077996848186	53.0	37.0	18.181818181818183	10107974.0			
GSM3043098_cutadapt_1				35.768622894841215	51.0	37.498575447168434	18.181818181818183	8756432.0			
GSM3043098_cutadapt_2				32.684882495107416	51.0	36.48378529062979	18.181818181818183	8756432.0			
GSM3043098_cutadapt_bowtie2				23.995168257482362	51.0	36.991180368899116	18.181818181818183	17512864.0	96.93		
GSM3043098_cutadapt_bowtie2_bam_stats										17512864	16974458
